Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CP10A_scaffolds.fasta_PROKKA_09032023,CP12E_scaffolds.fasta_PROKKA_09032023,CP13A_scaffolds.fasta_PROKKA_09032023,CP15C_scaffolds.fasta_PROKKA_09032023,CP17D_scaffolds.fasta_PROKKA_09032023,CP19F2_scaffolds.fasta_PROKKA_09032023,CP20G1_scaffolds.fasta_PROKKA_09032023,CP2A_scaffolds.fasta_PROKKA_09032023,CP3F2_scaffolds.fasta_PROKKA_09032023,CP5A_scaffolds.fasta_PROKKA_09032023
qseB_6,qseB_6,Transcriptional regulatory protein QseB,10,10,1.0,1,2770,,,,669,669,669.0,JPLAHNLF_03827,JAGMMPDK_03697,EONIFOAI_02426,BJIDENJG_03804,HGPKINJB_02747,IJMDIMPO_03721,CJGAGBCL_02575,OLBBELCE_04314,DHHEPMPN_04109,IHHDMFPH_02343
ccmB,ccmB,Heme exporter protein B,10,10,1.0,1,2769,,,,669,669,669.0,JPLAHNLF_03211,JAGMMPDK_03078,EONIFOAI_05548,BJIDENJG_05967,HGPKINJB_03502,IJMDIMPO_03953,CJGAGBCL_02940,OLBBELCE_04781,DHHEPMPN_03640,IHHDMFPH_01019
group_1125,,hypothetical protein,10,10,1.0,1,2768,,,,669,669,669.0,JPLAHNLF_02830,JAGMMPDK_02518,EONIFOAI_05045,BJIDENJG_04046,HGPKINJB_02510,IJMDIMPO_03381,CJGAGBCL_01672,OLBBELCE_02678,DHHEPMPN_01337,IHHDMFPH_01863
group_1124,,hypothetical protein,10,10,1.0,1,2767,,,,669,669,669.0,JPLAHNLF_01186,JAGMMPDK_01266,EONIFOAI_00739,BJIDENJG_00991,HGPKINJB_01545,IJMDIMPO_01820,CJGAGBCL_01151,OLBBELCE_01968,DHHEPMPN_00734,IHHDMFPH_00391
group_1123,,hypothetical protein,10,10,1.0,1,2766,,,,669,669,669.0,JPLAHNLF_00023,JAGMMPDK_01099,EONIFOAI_06039,BJIDENJG_05257,HGPKINJB_05444,IJMDIMPO_00023,CJGAGBCL_05554,OLBBELCE_00693,DHHEPMPN_00023,IHHDMFPH_04317
czcR_6,czcR_6,Transcriptional activator protein CzcR,10,10,1.0,1,2765,,,,672,672,672.0,JPLAHNLF_05151,JAGMMPDK_05046,EONIFOAI_02098,BJIDENJG_01899,HGPKINJB_03170,IJMDIMPO_05386,CJGAGBCL_05047,OLBBELCE_05414,DHHEPMPN_05248,IHHDMFPH_03806
group_1122,,hypothetical protein,10,10,1.0,1,2764,,,,672,672,672.0,JPLAHNLF_04428,JAGMMPDK_03944,EONIFOAI_01927,BJIDENJG_02071,HGPKINJB_02999,IJMDIMPO_03070,CJGAGBCL_03613,OLBBELCE_03272,DHHEPMPN_02182,IHHDMFPH_03699
gltK,gltK,Glutamate/aspartate import permease protein GltK,10,10,1.0,1,2763,,,,672,672,672.0,JPLAHNLF_04275,JAGMMPDK_04191,EONIFOAI_03742,BJIDENJG_04160,HGPKINJB_03972,IJMDIMPO_04575,CJGAGBCL_04403,OLBBELCE_04919,DHHEPMPN_04319,IHHDMFPH_03864
rnt,rnt,Ribonuclease T,10,10,1.0,1,2762,,,,672,672,672.0,JPLAHNLF_04260,JAGMMPDK_04206,EONIFOAI_03757,BJIDENJG_04145,HGPKINJB_03957,IJMDIMPO_04560,CJGAGBCL_04388,OLBBELCE_04904,DHHEPMPN_04304,IHHDMFPH_03879
tctD,tctD,Transcriptional regulatory protein tctD,10,10,1.0,1,2761,,,,672,672,672.0,JPLAHNLF_03463,JAGMMPDK_04368,EONIFOAI_03618,BJIDENJG_02872,HGPKINJB_03253,IJMDIMPO_04418,CJGAGBCL_02057,OLBBELCE_03757,DHHEPMPN_04410,IHHDMFPH_03249
mupP_2,mupP_2,N-acetylmuramic acid 6-phosphate phosphatase,10,10,1.0,1,2760,,,,672,672,672.0,JPLAHNLF_03326,JAGMMPDK_03193,EONIFOAI_04593,BJIDENJG_04567,HGPKINJB_03389,IJMDIMPO_04068,CJGAGBCL_02825,OLBBELCE_04666,DHHEPMPN_03525,IHHDMFPH_01132
group_1121,,hypothetical protein,10,10,1.0,1,2759,,,,672,672,672.0,JPLAHNLF_03043,JAGMMPDK_02672,EONIFOAI_05395,BJIDENJG_05367,HGPKINJB_05593,IJMDIMPO_03535,CJGAGBCL_02247,OLBBELCE_02932,DHHEPMPN_02931,IHHDMFPH_04609
group_1120,,hypothetical protein,10,10,1.0,1,2758,,,,672,672,672.0,JPLAHNLF_02005,JAGMMPDK_02073,EONIFOAI_01686,BJIDENJG_04863,HGPKINJB_02131,IJMDIMPO_02892,CJGAGBCL_01904,OLBBELCE_03914,DHHEPMPN_01104,IHHDMFPH_04867
yccA,yccA,Modulator of FtsH protease YccA,10,10,1.0,1,2757,,,,672,672,672.0,JPLAHNLF_01985,JAGMMPDK_02053,EONIFOAI_01666,BJIDENJG_04883,HGPKINJB_02151,IJMDIMPO_02872,CJGAGBCL_01884,OLBBELCE_03934,DHHEPMPN_01084,IHHDMFPH_04847
group_1119,,hypothetical protein,10,10,1.0,1,2756,,,,672,672,672.0,JPLAHNLF_01280,JAGMMPDK_01360,EONIFOAI_00822,BJIDENJG_00908,HGPKINJB_01462,IJMDIMPO_01726,CJGAGBCL_01245,OLBBELCE_02062,DHHEPMPN_00640,IHHDMFPH_00217
group_1117,,hypothetical protein,10,10,1.0,1,2753,,,,675,675,675.0,JPLAHNLF_04629,JAGMMPDK_04847,EONIFOAI_05122,BJIDENJG_05102,HGPKINJB_05213,IJMDIMPO_04978,CJGAGBCL_04339,OLBBELCE_02757,DHHEPMPN_01416,IHHDMFPH_01939
ais_2,ais_2,Lipopolysaccharide core heptose(II)-phosphate phosphatase,10,10,1.0,1,2752,,,,675,675,675.0,JPLAHNLF_04434,JAGMMPDK_03950,EONIFOAI_01933,BJIDENJG_02065,HGPKINJB_03005,IJMDIMPO_03064,CJGAGBCL_03607,OLBBELCE_03278,DHHEPMPN_02176,IHHDMFPH_03705
group_1116,,hypothetical protein,10,10,1.0,1,2751,,,,675,675,675.0,JPLAHNLF_03506,JAGMMPDK_04325,EONIFOAI_03575,BJIDENJG_02829,HGPKINJB_03210,IJMDIMPO_04461,CJGAGBCL_02014,OLBBELCE_03800,DHHEPMPN_04453,IHHDMFPH_03286
group_1115,,hypothetical protein,10,10,1.0,1,2750,,,,675,675,675.0,JPLAHNLF_02995,JAGMMPDK_02720,EONIFOAI_03319,BJIDENJG_04448,HGPKINJB_04379,IJMDIMPO_03583,CJGAGBCL_02199,OLBBELCE_02980,DHHEPMPN_02979,IHHDMFPH_04095
czcR_3,czcR_3,Transcriptional activator protein CzcR,10,10,1.0,1,2749,,,,675,675,675.0,JPLAHNLF_02112,JAGMMPDK_01511,EONIFOAI_04349,BJIDENJG_02516,HGPKINJB_03724,IJMDIMPO_01135,CJGAGBCL_03946,OLBBELCE_00023,DHHEPMPN_04582,IHHDMFPH_01406
nuoB,nuoB,NADH-quinone oxidoreductase subunit B,10,10,1.0,1,2748,,,,675,675,675.0,JPLAHNLF_02039,JAGMMPDK_02107,EONIFOAI_01720,BJIDENJG_04829,HGPKINJB_02097,IJMDIMPO_02926,CJGAGBCL_01938,OLBBELCE_03880,DHHEPMPN_01138,IHHDMFPH_03639
hxpA,hxpA,Hexitol phosphatase A,10,10,1.0,1,2744,,,,678,678,678.0,JPLAHNLF_05154,JAGMMPDK_05043,EONIFOAI_02095,BJIDENJG_01902,HGPKINJB_03167,IJMDIMPO_05383,CJGAGBCL_05050,OLBBELCE_05411,DHHEPMPN_05245,IHHDMFPH_03803
group_1112,,hypothetical protein,10,10,1.0,1,2743,,,,678,678,678.0,JPLAHNLF_04852,JAGMMPDK_04891,EONIFOAI_01207,BJIDENJG_00442,HGPKINJB_00689,IJMDIMPO_00554,CJGAGBCL_04681,OLBBELCE_01222,DHHEPMPN_04912,IHHDMFPH_00936
ribE,ribE,Riboflavin synthase,10,10,1.0,1,2742,,,,678,678,678.0,JPLAHNLF_04650,JAGMMPDK_04826,EONIFOAI_05143,BJIDENJG_05123,HGPKINJB_05192,IJMDIMPO_04999,CJGAGBCL_04318,OLBBELCE_02778,DHHEPMPN_01437,IHHDMFPH_01959
fetA,fetA,putative iron export ATP-binding protein FetA,10,10,1.0,1,2741,,,,678,678,678.0,JPLAHNLF_04475,JAGMMPDK_03991,EONIFOAI_01975,BJIDENJG_02023,HGPKINJB_03047,IJMDIMPO_03023,CJGAGBCL_03566,OLBBELCE_03319,DHHEPMPN_02135,IHHDMFPH_03741
czcR_4,czcR_4,Transcriptional activator protein CzcR,10,10,1.0,1,2739,,,,678,678,678.0,JPLAHNLF_02428,JAGMMPDK_01826,EONIFOAI_03017,BJIDENJG_03727,HGPKINJB_06001,IJMDIMPO_01450,CJGAGBCL_03368,OLBBELCE_00338,DHHEPMPN_02559,IHHDMFPH_05153
group_1110,,hypothetical protein,10,10,1.0,1,2738,,,,678,678,678.0,JPLAHNLF_01925,JAGMMPDK_01992,EONIFOAI_05480,BJIDENJG_03109,HGPKINJB_02843,IJMDIMPO_02812,CJGAGBCL_01823,OLBBELCE_03994,DHHEPMPN_01024,IHHDMFPH_02882
group_1109,,hypothetical protein,10,10,1.0,1,2737,,,,678,678,678.0,JPLAHNLF_01828,JAGMMPDK_01895,EONIFOAI_03354,BJIDENJG_03205,HGPKINJB_02939,IJMDIMPO_02715,CJGAGBCL_03674,OLBBELCE_05014,DHHEPMPN_00927,IHHDMFPH_02786
yfcG_2,yfcG_2,Disulfide-bond oxidoreductase YfcG,10,10,1.0,1,2736,,,,678,678,678.0,JPLAHNLF_01222,JAGMMPDK_01302,EONIFOAI_00775,BJIDENJG_00955,HGPKINJB_01509,IJMDIMPO_01784,CJGAGBCL_01187,OLBBELCE_02004,DHHEPMPN_00698,IHHDMFPH_00355
inhA,inhA,Isonitrile hydratase,10,10,1.0,1,2733,,,,681,681,681.0,JPLAHNLF_03853,JAGMMPDK_03723,EONIFOAI_02400,BJIDENJG_03778,HGPKINJB_02773,IJMDIMPO_03696,CJGAGBCL_02601,OLBBELCE_04339,DHHEPMPN_04083,IHHDMFPH_02317
copR,copR,Transcriptional activator protein CopR,10,10,1.0,1,2732,,,,681,681,681.0,JPLAHNLF_03346,JAGMMPDK_03579,EONIFOAI_04904,BJIDENJG_02989,HGPKINJB_03370,IJMDIMPO_04301,CJGAGBCL_02174,OLBBELCE_03640,DHHEPMPN_02613,IHHDMFPH_03132
group_1106,,PKHD-type hydroxylase,10,10,1.0,1,2731,,,,681,681,681.0,JPLAHNLF_02284,JAGMMPDK_01683,EONIFOAI_05920,BJIDENJG_02370,HGPKINJB_03578,IJMDIMPO_01307,CJGAGBCL_04085,OLBBELCE_00195,DHHEPMPN_02416,IHHDMFPH_01276
aat,aat,Leucyl/phenylalanyl-tRNA--protein transferase,10,10,1.0,1,2730,,,,681,681,681.0,JPLAHNLF_02022,JAGMMPDK_02090,EONIFOAI_01703,BJIDENJG_04846,HGPKINJB_02114,IJMDIMPO_02909,CJGAGBCL_01921,OLBBELCE_03897,DHHEPMPN_01121,IHHDMFPH_03656
modB,modB,Molybdenum transport system permease protein ModB,10,10,1.0,1,2729,,,,681,681,681.0,JPLAHNLF_01328,JAGMMPDK_01408,EONIFOAI_00930,BJIDENJG_00800,HGPKINJB_01354,IJMDIMPO_01678,CJGAGBCL_01293,OLBBELCE_02110,DHHEPMPN_00592,IHHDMFPH_00170
lolD_1,lolD_1,Lipoprotein-releasing system ATP-binding protein LolD,10,10,1.0,1,2727,,,,684,684,684.0,JPLAHNLF_03270,JAGMMPDK_03137,EONIFOAI_04539,BJIDENJG_04513,HGPKINJB_03443,IJMDIMPO_04012,CJGAGBCL_02881,OLBBELCE_04722,DHHEPMPN_03581,IHHDMFPH_01078
group_1104,,Putative 3-methyladenine DNA glycosylase,10,10,1.0,1,2726,,,,684,684,684.0,JPLAHNLF_02872,JAGMMPDK_02560,EONIFOAI_05087,BJIDENJG_05436,HGPKINJB_02552,IJMDIMPO_03423,CJGAGBCL_01630,OLBBELCE_02720,DHHEPMPN_01379,IHHDMFPH_01905
group_1103,,hypothetical protein,10,10,1.0,1,2725,,,,684,684,684.0,JPLAHNLF_01959,JAGMMPDK_02026,EONIFOAI_05447,BJIDENJG_03076,HGPKINJB_02810,IJMDIMPO_02846,CJGAGBCL_01857,OLBBELCE_03960,DHHEPMPN_01058,IHHDMFPH_02914
deoC1,deoC1,Deoxyribose-phosphate aldolase 1,10,10,1.0,1,2723,,,,684,684,684.0,JPLAHNLF_01242,JAGMMPDK_01322,EONIFOAI_00784,BJIDENJG_00946,HGPKINJB_01500,IJMDIMPO_01764,CJGAGBCL_01207,OLBBELCE_02024,DHHEPMPN_00678,IHHDMFPH_00255
group_1101,,hypothetical protein,10,10,1.0,1,2722,,,,684,684,684.0,JPLAHNLF_00167,JAGMMPDK_00954,EONIFOAI_01538,BJIDENJG_00110,HGPKINJB_01020,IJMDIMPO_00167,CJGAGBCL_00875,OLBBELCE_00837,DHHEPMPN_00168,IHHDMFPH_00618
rpsC,rpsC,30S ribosomal protein S3,10,10,1.0,1,2720,,,,687,687,687.0,JPLAHNLF_04698,JAGMMPDK_04778,EONIFOAI_05191,BJIDENJG_05171,HGPKINJB_05144,IJMDIMPO_05047,CJGAGBCL_04270,OLBBELCE_02826,DHHEPMPN_01485,IHHDMFPH_02008
lpfB_1,lpfB_1,putative fimbrial chaperone LpfB,10,10,1.0,1,2719,,,,687,687,687.0,JPLAHNLF_04479,JAGMMPDK_03995,EONIFOAI_01979,BJIDENJG_02019,HGPKINJB_03051,IJMDIMPO_03019,CJGAGBCL_03562,OLBBELCE_03323,DHHEPMPN_02131,IHHDMFPH_03745
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,10,10,1.0,1,2718,,,,687,687,687.0,JPLAHNLF_04179,JAGMMPDK_04287,EONIFOAI_03832,BJIDENJG_04070,HGPKINJB_03882,IJMDIMPO_04479,CJGAGBCL_04739,OLBBELCE_04823,DHHEPMPN_04223,IHHDMFPH_03955
speE_2,speE_2,Polyamine aminopropyltransferase,10,10,1.0,1,2717,,,,687,687,687.0,JPLAHNLF_03398,JAGMMPDK_03527,EONIFOAI_03683,BJIDENJG_02937,HGPKINJB_03318,IJMDIMPO_04353,CJGAGBCL_02122,OLBBELCE_03692,DHHEPMPN_02665,IHHDMFPH_03184
arsH,arsH,NADPH-dependent FMN reductase ArsH,10,10,1.0,1,2715,,,,687,687,687.0,JPLAHNLF_01341,JAGMMPDK_01421,EONIFOAI_00943,BJIDENJG_00787,HGPKINJB_01341,IJMDIMPO_01665,CJGAGBCL_01306,OLBBELCE_02123,DHHEPMPN_00579,IHHDMFPH_00157
dns,dns,Extracellular deoxyribonuclease,10,10,1.0,1,2709,,,,690,690,690.0,JPLAHNLF_05159,JAGMMPDK_05038,EONIFOAI_02090,BJIDENJG_01907,HGPKINJB_03162,IJMDIMPO_05378,CJGAGBCL_05055,OLBBELCE_05406,DHHEPMPN_05240,IHHDMFPH_03798
group_1095,,hypothetical protein,10,10,1.0,1,2708,,,,690,690,690.0,JPLAHNLF_04633,JAGMMPDK_04843,EONIFOAI_05126,BJIDENJG_05106,HGPKINJB_05209,IJMDIMPO_04982,CJGAGBCL_04335,OLBBELCE_02761,DHHEPMPN_01420,IHHDMFPH_01943
recO,recO,DNA repair protein RecO,10,10,1.0,1,2707,,,,690,690,690.0,JPLAHNLF_04136,JAGMMPDK_03453,EONIFOAI_02906,BJIDENJG_03615,HGPKINJB_04174,IJMDIMPO_01563,CJGAGBCL_05462,OLBBELCE_00451,DHHEPMPN_02739,IHHDMFPH_04404
mlaA,mlaA,Intermembrane phospholipid transport system lipoprotein MlaA,10,10,1.0,1,2706,,,,690,690,690.0,JPLAHNLF_03341,JAGMMPDK_03584,EONIFOAI_04899,BJIDENJG_02994,HGPKINJB_03375,IJMDIMPO_04296,CJGAGBCL_02179,OLBBELCE_03635,DHHEPMPN_02608,IHHDMFPH_03127
cmk,cmk,Cytidylate kinase,10,10,1.0,1,2705,,,,690,690,690.0,JPLAHNLF_03316,JAGMMPDK_03183,EONIFOAI_04584,BJIDENJG_04558,HGPKINJB_03398,IJMDIMPO_04058,CJGAGBCL_02835,OLBBELCE_04676,DHHEPMPN_03535,IHHDMFPH_01123
group_1094,,hypothetical protein,10,10,1.0,1,2704,,,,690,690,690.0,JPLAHNLF_03305,JAGMMPDK_03172,EONIFOAI_04574,BJIDENJG_04548,HGPKINJB_03408,IJMDIMPO_04047,CJGAGBCL_02846,OLBBELCE_04687,DHHEPMPN_03546,IHHDMFPH_01113
kdpE_1,kdpE_1,KDP operon transcriptional regulatory protein KdpE,10,10,1.0,1,2703,,,,690,690,690.0,JPLAHNLF_03287,JAGMMPDK_03154,EONIFOAI_04556,BJIDENJG_04530,HGPKINJB_03426,IJMDIMPO_04029,CJGAGBCL_02864,OLBBELCE_04705,DHHEPMPN_03564,IHHDMFPH_01095
group_1093,,hypothetical protein,10,10,1.0,1,2702,,,,690,690,690.0,JPLAHNLF_02214,JAGMMPDK_01613,EONIFOAI_05942,BJIDENJG_02392,HGPKINJB_03600,IJMDIMPO_01237,CJGAGBCL_04155,OLBBELCE_00125,DHHEPMPN_02346,IHHDMFPH_01298
livF_1,livF_1,High-affinity branched-chain amino acid transport ATP-binding protein LivF,10,10,1.0,1,2701,,,,690,690,690.0,JPLAHNLF_01870,JAGMMPDK_01937,EONIFOAI_03396,BJIDENJG_03163,HGPKINJB_02897,IJMDIMPO_02757,CJGAGBCL_03716,OLBBELCE_04972,DHHEPMPN_00969,IHHDMFPH_02828
group_1092,,Phosphorylated carbohydrates phosphatase,10,10,1.0,1,2700,,,,690,690,690.0,JPLAHNLF_00085,JAGMMPDK_01036,EONIFOAI_01620,BJIDENJG_00027,HGPKINJB_01102,IJMDIMPO_00085,CJGAGBCL_00957,OLBBELCE_00755,DHHEPMPN_00086,IHHDMFPH_00536
kdpE_2,kdpE_2,KDP operon transcriptional regulatory protein KdpE,10,10,1.0,1,2698,,,,693,693,693.0,JPLAHNLF_05346,JAGMMPDK_05323,EONIFOAI_05251,BJIDENJG_00521,HGPKINJB_04681,IJMDIMPO_05495,CJGAGBCL_04612,OLBBELCE_05539,DHHEPMPN_05420,IHHDMFPH_05007
rsuA,rsuA,Ribosomal small subunit pseudouridine synthase A,10,10,1.0,1,2697,,,,693,693,693.0,JPLAHNLF_03481,JAGMMPDK_04350,EONIFOAI_03600,BJIDENJG_02854,HGPKINJB_03235,IJMDIMPO_04436,CJGAGBCL_02039,OLBBELCE_03775,DHHEPMPN_04428,IHHDMFPH_03267
ung,ung,Uracil-DNA glycosylase,10,10,1.0,1,2696,,,,693,693,693.0,JPLAHNLF_03469,JAGMMPDK_04362,EONIFOAI_03612,BJIDENJG_02866,HGPKINJB_03247,IJMDIMPO_04424,CJGAGBCL_02051,OLBBELCE_03763,DHHEPMPN_04416,IHHDMFPH_03255
ygeA,ygeA,L-aspartate/glutamate-specific racemase,10,10,1.0,1,2695,,,,693,693,693.0,JPLAHNLF_01282,JAGMMPDK_01362,EONIFOAI_00824,BJIDENJG_00906,HGPKINJB_01460,IJMDIMPO_01724,CJGAGBCL_01247,OLBBELCE_02064,DHHEPMPN_00638,IHHDMFPH_00215
group_1090,,hypothetical protein,10,10,1.0,1,2694,,,,693,693,693.0,JPLAHNLF_00181,JAGMMPDK_00940,EONIFOAI_01525,BJIDENJG_00123,HGPKINJB_01007,IJMDIMPO_00181,CJGAGBCL_00861,OLBBELCE_00851,DHHEPMPN_00182,IHHDMFPH_00631
group_1089,,putative enoyl-CoA hydratase echA17,10,10,1.0,1,2693,,,,693,693,693.0,JPLAHNLF_00065,JAGMMPDK_01057,EONIFOAI_05886,BJIDENJG_05215,HGPKINJB_05486,IJMDIMPO_00065,CJGAGBCL_00979,OLBBELCE_00735,DHHEPMPN_00065,IHHDMFPH_05208
ycgM_2,ycgM_2,putative protein YcgM,10,10,1.0,1,2689,,,,696,696,696.0,JPLAHNLF_05901,JAGMMPDK_05905,EONIFOAI_03214,BJIDENJG_04343,HGPKINJB_04274,IJMDIMPO_05892,CJGAGBCL_04058,OLBBELCE_03085,DHHEPMPN_05594,IHHDMFPH_03986
rplA,rplA,50S ribosomal protein L1,10,10,1.0,1,2688,,,,696,696,696.0,JPLAHNLF_04714,JAGMMPDK_04762,EONIFOAI_05207,BJIDENJG_05187,HGPKINJB_05128,IJMDIMPO_05063,CJGAGBCL_04254,OLBBELCE_02842,DHHEPMPN_01501,IHHDMFPH_02024
trmO,trmO,tRNA (adenine(37)-N6)-methyltransferase,10,10,1.0,1,2687,,,,696,696,696.0,JPLAHNLF_04215,JAGMMPDK_04251,EONIFOAI_03801,BJIDENJG_04101,HGPKINJB_03913,IJMDIMPO_04515,CJGAGBCL_04775,OLBBELCE_04859,DHHEPMPN_04259,IHHDMFPH_03924
livF_6,livF_6,High-affinity branched-chain amino acid transport ATP-binding protein LivF,10,10,1.0,1,2686,,,,696,696,696.0,JPLAHNLF_04023,JAGMMPDK_03931,EONIFOAI_01914,BJIDENJG_02084,HGPKINJB_02986,IJMDIMPO_03083,CJGAGBCL_03626,OLBBELCE_03259,DHHEPMPN_02195,IHHDMFPH_03686
group_1086,,hypothetical protein,10,10,1.0,1,2685,,,,696,696,696.0,JPLAHNLF_03201,JAGMMPDK_03068,EONIFOAI_05538,BJIDENJG_05957,HGPKINJB_03512,IJMDIMPO_03943,CJGAGBCL_02950,OLBBELCE_04791,DHHEPMPN_03650,IHHDMFPH_01009
group_1084,,hypothetical protein,10,10,1.0,1,2683,,,,696,696,696.0,JPLAHNLF_01827,JAGMMPDK_01894,EONIFOAI_03353,BJIDENJG_03206,HGPKINJB_02940,IJMDIMPO_02714,CJGAGBCL_03673,OLBBELCE_05015,DHHEPMPN_00926,IHHDMFPH_02785
group_1083,,hypothetical protein,10,10,1.0,1,2682,,,,696,696,696.0,JPLAHNLF_01336,JAGMMPDK_01416,EONIFOAI_00938,BJIDENJG_00792,HGPKINJB_01346,IJMDIMPO_01670,CJGAGBCL_01301,OLBBELCE_02118,DHHEPMPN_00584,IHHDMFPH_00162
msrA_1,msrA_1,Peptide methionine sulfoxide reductase MsrA,10,10,1.0,1,2681,,,,696,696,696.0,JPLAHNLF_01127,JAGMMPDK_01207,EONIFOAI_00690,BJIDENJG_01040,HGPKINJB_01594,IJMDIMPO_01879,CJGAGBCL_01092,OLBBELCE_01909,DHHEPMPN_00793,IHHDMFPH_00449
yhhW_1,yhhW_1,Quercetin 23-dioxygenase,10,10,1.0,1,2680,,,,696,696,696.0,JPLAHNLF_01099,JAGMMPDK_01179,EONIFOAI_00662,BJIDENJG_01068,HGPKINJB_01622,IJMDIMPO_01907,CJGAGBCL_01064,OLBBELCE_01881,DHHEPMPN_00821,IHHDMFPH_00477
qseB_1,qseB_1,Transcriptional regulatory protein QseB,10,10,1.0,1,2679,,,,696,696,696.0,JPLAHNLF_00432,JAGMMPDK_00689,EONIFOAI_01335,BJIDENJG_00313,HGPKINJB_00817,IJMDIMPO_00432,CJGAGBCL_00612,OLBBELCE_01100,DHHEPMPN_00431,IHHDMFPH_00814
flgH,flgH,Flagellar L-ring protein,10,10,1.0,1,2678,,,,696,696,696.0,JPLAHNLF_00356,JAGMMPDK_00765,EONIFOAI_01411,BJIDENJG_00237,HGPKINJB_00893,IJMDIMPO_00356,CJGAGBCL_00688,OLBBELCE_01024,DHHEPMPN_00355,IHHDMFPH_00738
ompW,ompW,Outer membrane protein W,10,10,1.0,1,2675,,,,699,699,699.0,JPLAHNLF_04661,JAGMMPDK_04815,EONIFOAI_05154,BJIDENJG_05134,HGPKINJB_05181,IJMDIMPO_05010,CJGAGBCL_04307,OLBBELCE_02789,DHHEPMPN_01448,IHHDMFPH_01970
group_1080,,hypothetical protein,10,10,1.0,1,2674,,,,699,699,699.0,JPLAHNLF_04632,JAGMMPDK_04844,EONIFOAI_05125,BJIDENJG_05105,HGPKINJB_05210,IJMDIMPO_04981,CJGAGBCL_04336,OLBBELCE_02760,DHHEPMPN_01419,IHHDMFPH_01942
group_1079,,hypothetical protein,10,10,1.0,1,2673,,,,699,699,699.0,JPLAHNLF_04175,JAGMMPDK_04291,EONIFOAI_03836,BJIDENJG_04066,HGPKINJB_03878,IJMDIMPO_04475,CJGAGBCL_04735,OLBBELCE_04819,DHHEPMPN_04219,IHHDMFPH_03959
yfcG_3,yfcG_3,Disulfide-bond oxidoreductase YfcG,10,10,1.0,1,2672,,,,699,699,699.0,JPLAHNLF_03805,JAGMMPDK_03675,EONIFOAI_02448,BJIDENJG_03826,HGPKINJB_02725,IJMDIMPO_03743,CJGAGBCL_02553,OLBBELCE_04292,DHHEPMPN_04131,IHHDMFPH_02365
scoA,scoA,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,10,10,1.0,1,2671,,,,699,699,699.0,JPLAHNLF_03794,JAGMMPDK_03664,EONIFOAI_02459,BJIDENJG_03837,HGPKINJB_02714,IJMDIMPO_03754,CJGAGBCL_02542,OLBBELCE_04281,DHHEPMPN_04142,IHHDMFPH_02379
hcaB_3,hcaB_3,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,10,10,1.0,1,2670,,,,699,699,699.0,JPLAHNLF_03642,JAGMMPDK_03339,EONIFOAI_02611,BJIDENJG_04981,HGPKINJB_04903,IJMDIMPO_04799,CJGAGBCL_03041,OLBBELCE_00566,DHHEPMPN_04699,IHHDMFPH_02531
lolD_2,lolD_2,Lipoprotein-releasing system ATP-binding protein LolD,10,10,1.0,1,2669,,,,699,699,699.0,JPLAHNLF_03349,JAGMMPDK_03576,EONIFOAI_04907,BJIDENJG_02986,HGPKINJB_03367,IJMDIMPO_04304,CJGAGBCL_02171,OLBBELCE_03643,DHHEPMPN_02616,IHHDMFPH_03135
ubiG,ubiG,Ubiquinone biosynthesis O-methyltransferase,10,10,1.0,1,2668,,,,699,699,699.0,JPLAHNLF_03325,JAGMMPDK_03192,EONIFOAI_04592,BJIDENJG_04566,HGPKINJB_03390,IJMDIMPO_04067,CJGAGBCL_02826,OLBBELCE_04667,DHHEPMPN_03526,IHHDMFPH_01131
pyrF,pyrF,Orotidine 5'-phosphate decarboxylase,10,10,1.0,1,2667,,,,699,699,699.0,JPLAHNLF_03130,JAGMMPDK_05765,EONIFOAI_06166,BJIDENJG_05728,HGPKINJB_04639,IJMDIMPO_05514,CJGAGBCL_05256,OLBBELCE_05077,DHHEPMPN_05846,IHHDMFPH_05421
occM_1,occM_1,Octopine transport system permease protein OccM,10,10,1.0,1,2666,,,,699,699,699.0,JPLAHNLF_01143,JAGMMPDK_01223,EONIFOAI_00704,BJIDENJG_01026,HGPKINJB_01580,IJMDIMPO_01863,CJGAGBCL_01108,OLBBELCE_01925,DHHEPMPN_00777,IHHDMFPH_00435
mtnX,mtnX,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase,10,10,1.0,1,2663,,,,702,702,702.0,JPLAHNLF_04285,JAGMMPDK_04181,EONIFOAI_03732,BJIDENJG_04170,HGPKINJB_03982,IJMDIMPO_04585,CJGAGBCL_04413,OLBBELCE_04929,DHHEPMPN_04329,IHHDMFPH_03854
group_1077,,hypothetical protein,10,10,1.0,1,2662,,,,702,702,702.0,JPLAHNLF_04195,JAGMMPDK_04271,EONIFOAI_03816,BJIDENJG_04086,HGPKINJB_03898,IJMDIMPO_04495,CJGAGBCL_04755,OLBBELCE_04839,DHHEPMPN_04239,IHHDMFPH_03939
