Gene,Non-unique Gene name,Annotation,628C_scaffolds.fasta_PROKKA_09032023,629A2A_scaffolds.fasta_PROKKA_09032023,630A_scaffolds.fasta_PROKKA_09032023,631B_scaffolds.fasta_PROKKA_09032023,632B_scaffolds.fasta_PROKKA_09032023,633A_scaffolds.fasta_PROKKA_09032023,638A1_scaffolds.fasta_PROKKA_09032023,643E_scaffolds.fasta_PROKKA_09032023,649D1_scaffolds.fasta_PROKKA_09032023
cobM,cobM,Precorrin-4 C(11)-methyltransferase,AGBKPNDM_05102,OPLBPFOJ_05630,CBFJPJAN_05653,PFCICLLP_04878,IBOIIBEG_06172,MFFOPBKH_05557,POFILHDL_05565,DHNKKDKB_05561,PJIANKBB_04216
gltJ,gltJ,Glutamate/aspartate import permease protein GltJ,AGBKPNDM_02603,OPLBPFOJ_04283,CBFJPJAN_03752,PFCICLLP_04336,IBOIIBEG_02312,MFFOPBKH_04064,POFILHDL_02503,DHNKKDKB_03936,PJIANKBB_03504
group_1411,,hypothetical protein,AGBKPNDM_02540,OPLBPFOJ_05429,CBFJPJAN_03686,PFCICLLP_04270,IBOIIBEG_02376,MFFOPBKH_04000,POFILHDL_02440,DHNKKDKB_04000,PJIANKBB_03569
group_1410,,hypothetical protein,AGBKPNDM_05695,OPLBPFOJ_05634,CBFJPJAN_05649,PFCICLLP_04882,IBOIIBEG_06176,MFFOPBKH_05561,POFILHDL_05569,DHNKKDKB_05565,PJIANKBB_04212
group_1409,,hypothetical protein,AGBKPNDM_03771,OPLBPFOJ_04758,CBFJPJAN_04937,PFCICLLP_05017,IBOIIBEG_04647,MFFOPBKH_03622,POFILHDL_04536,DHNKKDKB_04620,PJIANKBB_04536
group_1408,,hypothetical protein,AGBKPNDM_04605,OPLBPFOJ_04012,CBFJPJAN_04134,PFCICLLP_02071,IBOIIBEG_04131,MFFOPBKH_04895,POFILHDL_04958,DHNKKDKB_05169,PJIANKBB_04462
group_1407,,hypothetical protein,AGBKPNDM_03763,OPLBPFOJ_04766,CBFJPJAN_04945,PFCICLLP_05009,IBOIIBEG_04655,MFFOPBKH_03614,POFILHDL_04528,DHNKKDKB_04628,PJIANKBB_04528
group_1406,,hypothetical protein,AGBKPNDM_04635,OPLBPFOJ_03982,CBFJPJAN_04104,PFCICLLP_02101,IBOIIBEG_04161,MFFOPBKH_04725,POFILHDL_04860,DHNKKDKB_05027,PJIANKBB_04432
esiB,esiB,Secretory immunoglobulin A-binding protein EsiB,AGBKPNDM_03629,OPLBPFOJ_02977,CBFJPJAN_04024,PFCICLLP_02005,IBOIIBEG_03929,MFFOPBKH_03474,POFILHDL_04201,DHNKKDKB_04772,PJIANKBB_03708
ycgR,ycgR,Flagellar brake protein YcgR,AGBKPNDM_03792,OPLBPFOJ_04736,CBFJPJAN_04916,PFCICLLP_05039,IBOIIBEG_04612,MFFOPBKH_03646,POFILHDL_04561,DHNKKDKB_04595,PJIANKBB_04557
lutR_4,lutR_4,HTH-type transcriptional regulator LutR,AGBKPNDM_03667,OPLBPFOJ_03015,CBFJPJAN_03986,PFCICLLP_01967,IBOIIBEG_03891,MFFOPBKH_03513,POFILHDL_04240,DHNKKDKB_04811,PJIANKBB_03669
group_1405,,hypothetical protein,AGBKPNDM_02686,OPLBPFOJ_03217,CBFJPJAN_03823,PFCICLLP_01766,IBOIIBEG_02231,MFFOPBKH_04144,POFILHDL_02583,DHNKKDKB_03666,PJIANKBB_03981
fabG_3,fabG_3,3-oxoacyl-[acyl-carrier-protein] reductase FabG,AGBKPNDM_02658,OPLBPFOJ_03245,CBFJPJAN_05744,PFCICLLP_05743,IBOIIBEG_02259,MFFOPBKH_04116,POFILHDL_02555,DHNKKDKB_03694,PJIANKBB_03953
group_1403,,hypothetical protein,AGBKPNDM_02727,OPLBPFOJ_03176,CBFJPJAN_03864,PFCICLLP_01807,IBOIIBEG_02189,MFFOPBKH_04185,POFILHDL_02624,DHNKKDKB_03625,PJIANKBB_04022
yfcS,yfcS,putative fimbrial chaperone YfcS,AGBKPNDM_02644,OPLBPFOJ_04245,CBFJPJAN_03790,PFCICLLP_04374,IBOIIBEG_02274,MFFOPBKH_04102,POFILHDL_02541,DHNKKDKB_03898,PJIANKBB_03463
degS,degS,Serine endoprotease DegS,AGBKPNDM_04595,OPLBPFOJ_04022,CBFJPJAN_04144,PFCICLLP_02061,IBOIIBEG_04121,MFFOPBKH_04885,POFILHDL_04968,DHNKKDKB_05179,PJIANKBB_04472
group_1399,,hypothetical protein,AGBKPNDM_02519,OPLBPFOJ_05408,CBFJPJAN_03665,PFCICLLP_04249,IBOIIBEG_02397,MFFOPBKH_03978,POFILHDL_02418,DHNKKDKB_04022,PJIANKBB_03590
group_1398,,hypothetical protein,AGBKPNDM_03668,OPLBPFOJ_03016,CBFJPJAN_03985,PFCICLLP_01966,IBOIIBEG_03890,MFFOPBKH_03514,POFILHDL_04241,DHNKKDKB_04812,PJIANKBB_03668
osmV,osmV,Osmoprotectant import ATP-binding protein OsmV,AGBKPNDM_03631,OPLBPFOJ_02979,CBFJPJAN_04022,PFCICLLP_02003,IBOIIBEG_03927,MFFOPBKH_03476,POFILHDL_04203,DHNKKDKB_04774,PJIANKBB_03706
tycC_2,tycC_2,Tyrocidine synthase 3,AGBKPNDM_05111,OPLBPFOJ_05036,CBFJPJAN_05041,PFCICLLP_04869,IBOIIBEG_05578,MFFOPBKH_04949,POFILHDL_02402,DHNKKDKB_04038,PJIANKBB_04225
grsB,grsB,Gramicidin S synthase 2,AGBKPNDM_05110,OPLBPFOJ_05037,CBFJPJAN_05042,PFCICLLP_04870,IBOIIBEG_05579,MFFOPBKH_04950,POFILHDL_02403,DHNKKDKB_04037,PJIANKBB_04224
group_1396,,hypothetical protein,AGBKPNDM_05109,OPLBPFOJ_05038,CBFJPJAN_05043,PFCICLLP_04871,IBOIIBEG_05580,MFFOPBKH_04951,POFILHDL_02404,DHNKKDKB_04036,PJIANKBB_04223
tpiA,tpiA,Triosephosphate isomerase,AGBKPNDM_02466,OPLBPFOJ_02156,CBFJPJAN_04488,PFCICLLP_03501,IBOIIBEG_03288,MFFOPBKH_02709,POFILHDL_02946,DHNKKDKB_02688,PJIANKBB_02979
group_1395,,hypothetical protein,AGBKPNDM_02390,OPLBPFOJ_02088,CBFJPJAN_04874,PFCICLLP_03433,IBOIIBEG_03353,MFFOPBKH_02623,POFILHDL_02860,DHNKKDKB_02773,PJIANKBB_02913
group_1394,,hypothetical protein,AGBKPNDM_02296,OPLBPFOJ_01994,CBFJPJAN_03558,PFCICLLP_03339,IBOIIBEG_05052,MFFOPBKH_02527,POFILHDL_02764,DHNKKDKB_02869,PJIANKBB_03118
group_1393,,hypothetical protein,AGBKPNDM_02255,OPLBPFOJ_01953,CBFJPJAN_03599,PFCICLLP_03298,IBOIIBEG_05011,MFFOPBKH_02485,POFILHDL_02722,DHNKKDKB_02911,PJIANKBB_03077
rplK,rplK,50S ribosomal protein L11,AGBKPNDM_02209,OPLBPFOJ_01907,CBFJPJAN_03645,PFCICLLP_03252,IBOIIBEG_04965,MFFOPBKH_02439,POFILHDL_02676,DHNKKDKB_02957,PJIANKBB_03031
group_1392,,hypothetical protein,AGBKPNDM_02346,OPLBPFOJ_02044,CBFJPJAN_03508,PFCICLLP_03389,IBOIIBEG_05548,MFFOPBKH_02577,POFILHDL_02814,DHNKKDKB_02819,PJIANKBB_03170
tam_1,tam_1,Trans-aconitate 2-methyltransferase,AGBKPNDM_02252,OPLBPFOJ_01950,CBFJPJAN_03602,PFCICLLP_03295,IBOIIBEG_05008,MFFOPBKH_02482,POFILHDL_02719,DHNKKDKB_02914,PJIANKBB_03074
ratA,ratA,Ribosome association toxin RatA,AGBKPNDM_02447,OPLBPFOJ_02137,CBFJPJAN_04469,PFCICLLP_03482,IBOIIBEG_03306,MFFOPBKH_02690,POFILHDL_02927,DHNKKDKB_02706,PJIANKBB_02960
aspC_2,aspC_2,Aspartate aminotransferase,AGBKPNDM_02491,OPLBPFOJ_02181,CBFJPJAN_04513,PFCICLLP_03526,IBOIIBEG_03263,MFFOPBKH_02734,POFILHDL_02971,DHNKKDKB_02663,PJIANKBB_03004
rplO,rplO,50S ribosomal protein L15,AGBKPNDM_02239,OPLBPFOJ_01937,CBFJPJAN_03615,PFCICLLP_03282,IBOIIBEG_04995,MFFOPBKH_02469,POFILHDL_02706,DHNKKDKB_02927,PJIANKBB_03061
hmuV,hmuV,Hemin import ATP-binding protein HmuV,AGBKPNDM_02496,OPLBPFOJ_02186,CBFJPJAN_04518,PFCICLLP_03531,IBOIIBEG_03258,MFFOPBKH_02739,POFILHDL_02976,DHNKKDKB_02658,PJIANKBB_03009
pdhR,pdhR,Pyruvate dehydrogenase complex repressor,AGBKPNDM_02445,OPLBPFOJ_02135,CBFJPJAN_04467,PFCICLLP_03480,IBOIIBEG_03308,MFFOPBKH_02688,POFILHDL_02925,DHNKKDKB_02708,PJIANKBB_02958
group_1390,,hypothetical protein,AGBKPNDM_02391,OPLBPFOJ_02089,CBFJPJAN_04875,PFCICLLP_03434,IBOIIBEG_03352,MFFOPBKH_02624,POFILHDL_02861,DHNKKDKB_02772,PJIANKBB_02914
aroQ_2,aroQ_2,3-dehydroquinate dehydratase,AGBKPNDM_02389,OPLBPFOJ_02087,CBFJPJAN_04873,PFCICLLP_03432,IBOIIBEG_03354,MFFOPBKH_02622,POFILHDL_02859,DHNKKDKB_02774,PJIANKBB_02912
prtR_1,prtR_1,HTH-type transcriptional regulator PrtR,AGBKPNDM_02301,OPLBPFOJ_01999,CBFJPJAN_03553,PFCICLLP_03344,IBOIIBEG_05505,MFFOPBKH_02532,POFILHDL_02769,DHNKKDKB_02864,PJIANKBB_03125
dksA_1,dksA_1,RNA polymerase-binding transcription factor DksA,AGBKPNDM_02490,OPLBPFOJ_02180,CBFJPJAN_04512,PFCICLLP_03525,IBOIIBEG_03264,MFFOPBKH_02733,POFILHDL_02970,DHNKKDKB_02664,PJIANKBB_03003
group_1388,,hypothetical protein,AGBKPNDM_02394,OPLBPFOJ_02092,CBFJPJAN_04878,PFCICLLP_03437,IBOIIBEG_03349,MFFOPBKH_02627,POFILHDL_02864,DHNKKDKB_02769,PJIANKBB_02917
tufA,tufA,Elongation factor Tu-A,AGBKPNDM_02218,OPLBPFOJ_01916,CBFJPJAN_03636,PFCICLLP_03261,IBOIIBEG_04974,MFFOPBKH_02448,POFILHDL_02685,DHNKKDKB_02948,PJIANKBB_03040
group_1387,,hypothetical protein,AGBKPNDM_02202,OPLBPFOJ_01900,CBFJPJAN_03652,PFCICLLP_03245,IBOIIBEG_04958,MFFOPBKH_02432,POFILHDL_02669,DHNKKDKB_02964,PJIANKBB_03024
group_1386,,hypothetical protein,AGBKPNDM_02369,OPLBPFOJ_02067,CBFJPJAN_04853,PFCICLLP_03412,IBOIIBEG_03376,MFFOPBKH_02600,POFILHDL_02837,DHNKKDKB_02796,PJIANKBB_02890
fpr_1,fpr_1,Flavodoxin/ferredoxin--NADP reductase,AGBKPNDM_02404,OPLBPFOJ_02102,CBFJPJAN_04888,PFCICLLP_03447,IBOIIBEG_03339,MFFOPBKH_02637,POFILHDL_02874,DHNKKDKB_02759,PJIANKBB_02927
ydhP_3,ydhP_3,Inner membrane transport protein YdhP,AGBKPNDM_02259,OPLBPFOJ_01957,CBFJPJAN_03595,PFCICLLP_03302,IBOIIBEG_05015,MFFOPBKH_02489,POFILHDL_02726,DHNKKDKB_02907,PJIANKBB_03081
group_1384,,hypothetical protein,AGBKPNDM_02258,OPLBPFOJ_01956,CBFJPJAN_03596,PFCICLLP_03301,IBOIIBEG_05014,MFFOPBKH_02488,POFILHDL_02725,DHNKKDKB_02908,PJIANKBB_03080
group_1382,,putative enoyl-CoA hydratase 1,AGBKPNDM_02321,OPLBPFOJ_02019,CBFJPJAN_03533,PFCICLLP_03364,IBOIIBEG_05523,MFFOPBKH_02552,POFILHDL_02789,DHNKKDKB_02844,PJIANKBB_03145
group_1381,,hypothetical protein,AGBKPNDM_02271,OPLBPFOJ_01969,CBFJPJAN_03583,PFCICLLP_03314,IBOIIBEG_05027,MFFOPBKH_02502,POFILHDL_02739,DHNKKDKB_02894,PJIANKBB_03093
group_1380,,hypothetical protein,AGBKPNDM_02341,OPLBPFOJ_02039,CBFJPJAN_03513,PFCICLLP_03384,IBOIIBEG_05543,MFFOPBKH_02572,POFILHDL_02809,DHNKKDKB_02824,PJIANKBB_03165
ybeY,ybeY,Endoribonuclease YbeY,AGBKPNDM_02349,OPLBPFOJ_02047,CBFJPJAN_03505,PFCICLLP_03392,IBOIIBEG_05551,MFFOPBKH_02580,POFILHDL_02817,DHNKKDKB_02816,PJIANKBB_03173
group_1379,,hypothetical protein,AGBKPNDM_02305,OPLBPFOJ_02003,CBFJPJAN_03549,PFCICLLP_03348,IBOIIBEG_05509,MFFOPBKH_02536,POFILHDL_02773,DHNKKDKB_02860,PJIANKBB_03129
group_1378,,hypothetical protein,AGBKPNDM_02401,OPLBPFOJ_02099,CBFJPJAN_04885,PFCICLLP_03444,IBOIIBEG_03342,MFFOPBKH_02634,POFILHDL_02871,DHNKKDKB_02762,PJIANKBB_02924
entS_2,entS_2,Enterobactin exporter EntS,AGBKPNDM_02398,OPLBPFOJ_02096,CBFJPJAN_04882,PFCICLLP_03441,IBOIIBEG_03345,MFFOPBKH_02631,POFILHDL_02868,DHNKKDKB_02765,PJIANKBB_02921
bfr_1,bfr_1,Bacterioferritin,AGBKPNDM_02247,OPLBPFOJ_01945,CBFJPJAN_03607,PFCICLLP_03290,IBOIIBEG_05003,MFFOPBKH_02477,POFILHDL_02714,DHNKKDKB_02919,PJIANKBB_03069
group_1377,,hypothetical protein,AGBKPNDM_02488,OPLBPFOJ_02178,CBFJPJAN_04510,PFCICLLP_03523,IBOIIBEG_03266,MFFOPBKH_02731,POFILHDL_02968,DHNKKDKB_02666,PJIANKBB_03001
rpmD,rpmD,50S ribosomal protein L30,AGBKPNDM_02238,OPLBPFOJ_01936,CBFJPJAN_03616,PFCICLLP_03281,IBOIIBEG_04994,MFFOPBKH_02468,POFILHDL_02705,DHNKKDKB_02928,PJIANKBB_03060
thiD,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,AGBKPNDM_02356,OPLBPFOJ_02054,CBFJPJAN_04840,PFCICLLP_03399,IBOIIBEG_03389,MFFOPBKH_02587,POFILHDL_02824,DHNKKDKB_02809,PJIANKBB_02877
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,AGBKPNDM_02330,OPLBPFOJ_02028,CBFJPJAN_03524,PFCICLLP_03373,IBOIIBEG_05532,MFFOPBKH_02561,POFILHDL_02798,DHNKKDKB_02835,PJIANKBB_03154
panB,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,AGBKPNDM_02483,OPLBPFOJ_02173,CBFJPJAN_04505,PFCICLLP_03518,IBOIIBEG_03271,MFFOPBKH_02726,POFILHDL_02963,DHNKKDKB_02671,PJIANKBB_02996
glyA_2,glyA_2,Serine hydroxymethyltransferase,AGBKPNDM_02415,OPLBPFOJ_02112,CBFJPJAN_04898,PFCICLLP_03457,IBOIIBEG_03328,MFFOPBKH_02648,POFILHDL_02885,DHNKKDKB_02748,PJIANKBB_02938
nrdR,nrdR,Transcriptional repressor NrdR,AGBKPNDM_02272,OPLBPFOJ_01970,CBFJPJAN_03582,PFCICLLP_03315,IBOIIBEG_05028,MFFOPBKH_02503,POFILHDL_02740,DHNKKDKB_02893,PJIANKBB_03094
rpsG,rpsG,30S ribosomal protein S7,AGBKPNDM_02216,OPLBPFOJ_01914,CBFJPJAN_03638,PFCICLLP_03259,IBOIIBEG_04972,MFFOPBKH_02446,POFILHDL_02683,DHNKKDKB_02950,PJIANKBB_03038
dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,AGBKPNDM_02456,OPLBPFOJ_02146,CBFJPJAN_04478,PFCICLLP_03491,IBOIIBEG_03298,MFFOPBKH_02699,POFILHDL_02936,DHNKKDKB_02698,PJIANKBB_02969
clsB,clsB,Cardiolipin synthase B,AGBKPNDM_02257,OPLBPFOJ_01955,CBFJPJAN_03597,PFCICLLP_03300,IBOIIBEG_05013,MFFOPBKH_02487,POFILHDL_02724,DHNKKDKB_02909,PJIANKBB_03079
proA,proA,Gamma-glutamyl phosphate reductase,AGBKPNDM_02327,OPLBPFOJ_02025,CBFJPJAN_03527,PFCICLLP_03370,IBOIIBEG_05529,MFFOPBKH_02558,POFILHDL_02795,DHNKKDKB_02838,PJIANKBB_03151
group_1374,,hypothetical protein,AGBKPNDM_02265,OPLBPFOJ_01963,CBFJPJAN_03589,PFCICLLP_03308,IBOIIBEG_05021,MFFOPBKH_02496,POFILHDL_02733,DHNKKDKB_02900,PJIANKBB_03087
rpmC,rpmC,50S ribosomal protein L29,AGBKPNDM_02228,OPLBPFOJ_01926,CBFJPJAN_03626,PFCICLLP_03271,IBOIIBEG_04984,MFFOPBKH_02458,POFILHDL_02695,DHNKKDKB_02938,PJIANKBB_03050
rimP,rimP,Ribosome maturation factor RimP,AGBKPNDM_02469,OPLBPFOJ_02159,CBFJPJAN_04491,PFCICLLP_03504,IBOIIBEG_03285,MFFOPBKH_02712,POFILHDL_02949,DHNKKDKB_02685,PJIANKBB_02982
greA_2,greA_2,Transcription elongation factor GreA,AGBKPNDM_02459,OPLBPFOJ_02149,CBFJPJAN_04481,PFCICLLP_03494,IBOIIBEG_03295,MFFOPBKH_02702,POFILHDL_02939,DHNKKDKB_02695,PJIANKBB_02972
group_1373,,hypothetical protein,AGBKPNDM_02370,OPLBPFOJ_02068,CBFJPJAN_04854,PFCICLLP_03413,IBOIIBEG_03375,MFFOPBKH_02601,POFILHDL_02838,DHNKKDKB_02795,PJIANKBB_02891
ribH,ribH,67-dimethyl-8-ribityllumazine synthase,AGBKPNDM_02276,OPLBPFOJ_01974,CBFJPJAN_03578,PFCICLLP_03319,IBOIIBEG_05032,MFFOPBKH_02507,POFILHDL_02744,DHNKKDKB_02889,PJIANKBB_03098
group_1372,,hypothetical protein,AGBKPNDM_02412,OPLBPFOJ_02110,CBFJPJAN_04896,PFCICLLP_03455,IBOIIBEG_03331,MFFOPBKH_02645,POFILHDL_02882,DHNKKDKB_02751,PJIANKBB_02935
lrp_4,lrp_4,Leucine-responsive regulatory protein,AGBKPNDM_02362,OPLBPFOJ_02060,CBFJPJAN_04846,PFCICLLP_03405,IBOIIBEG_03383,MFFOPBKH_02593,POFILHDL_02830,DHNKKDKB_02803,PJIANKBB_02883
nusG,nusG,Transcription termination/antitermination protein NusG,AGBKPNDM_02208,OPLBPFOJ_01906,CBFJPJAN_03646,PFCICLLP_03251,IBOIIBEG_04964,MFFOPBKH_02438,POFILHDL_02675,DHNKKDKB_02958,PJIANKBB_03030
hemL,hemL,Glutamate-1-semialdehyde 21-aminomutase,AGBKPNDM_02354,OPLBPFOJ_02052,CBFJPJAN_04838,PFCICLLP_03397,IBOIIBEG_03391,MFFOPBKH_02585,POFILHDL_02822,DHNKKDKB_02811,PJIANKBB_02875
smpB,smpB,SsrA-binding protein,AGBKPNDM_02446,OPLBPFOJ_02136,CBFJPJAN_04468,PFCICLLP_03481,IBOIIBEG_03307,MFFOPBKH_02689,POFILHDL_02926,DHNKKDKB_02707,PJIANKBB_02959
eutC,eutC,Ethanolamine ammonia-lyase light chain,AGBKPNDM_02306,OPLBPFOJ_02004,CBFJPJAN_03548,PFCICLLP_03349,IBOIIBEG_05510,MFFOPBKH_02537,POFILHDL_02774,DHNKKDKB_02859,PJIANKBB_03130
adeQ,adeQ,Adenine permease AdeQ,AGBKPNDM_02393,OPLBPFOJ_02091,CBFJPJAN_04877,PFCICLLP_03436,IBOIIBEG_03350,MFFOPBKH_02626,POFILHDL_02863,DHNKKDKB_02770,PJIANKBB_02916
folK_2,folK_2,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,AGBKPNDM_02484,OPLBPFOJ_02174,CBFJPJAN_04506,PFCICLLP_03519,IBOIIBEG_03270,MFFOPBKH_02727,POFILHDL_02964,DHNKKDKB_02670,PJIANKBB_02997
rplB,rplB,50S ribosomal protein L2,AGBKPNDM_02223,OPLBPFOJ_01921,CBFJPJAN_03631,PFCICLLP_03266,IBOIIBEG_04979,MFFOPBKH_02453,POFILHDL_02690,DHNKKDKB_02943,PJIANKBB_03045
group_1368,,hypothetical protein,AGBKPNDM_02428,OPLBPFOJ_02125,CBFJPJAN_04457,PFCICLLP_03470,IBOIIBEG_03315,MFFOPBKH_02661,POFILHDL_02898,DHNKKDKB_02735,PJIANKBB_02951
group_1367,,hypothetical protein,AGBKPNDM_02424,OPLBPFOJ_02121,CBFJPJAN_04453,PFCICLLP_03466,IBOIIBEG_03319,MFFOPBKH_02657,POFILHDL_02894,DHNKKDKB_02739,PJIANKBB_02947
ilvH,ilvH,Acetolactate synthase isozyme 3 small subunit,AGBKPNDM_02504,OPLBPFOJ_02194,CBFJPJAN_04526,PFCICLLP_03539,IBOIIBEG_03250,MFFOPBKH_02747,POFILHDL_02984,DHNKKDKB_02650,PJIANKBB_03017
mtfA,mtfA,Protein MtfA,AGBKPNDM_02303,OPLBPFOJ_02001,CBFJPJAN_03551,PFCICLLP_03346,IBOIIBEG_05507,MFFOPBKH_02534,POFILHDL_02771,DHNKKDKB_02862,PJIANKBB_03127
rsfS,rsfS,Ribosomal silencing factor RsfS,AGBKPNDM_02329,OPLBPFOJ_02027,CBFJPJAN_03525,PFCICLLP_03372,IBOIIBEG_05531,MFFOPBKH_02560,POFILHDL_02797,DHNKKDKB_02836,PJIANKBB_03153
group_1364,,hypothetical protein,AGBKPNDM_02325,OPLBPFOJ_02023,CBFJPJAN_03529,PFCICLLP_03368,IBOIIBEG_05527,MFFOPBKH_02556,POFILHDL_02793,DHNKKDKB_02840,PJIANKBB_03149
greA_1,greA_1,Transcription elongation factor GreA,AGBKPNDM_02419,OPLBPFOJ_02116,CBFJPJAN_04902,PFCICLLP_03461,IBOIIBEG_03324,MFFOPBKH_02652,POFILHDL_02889,DHNKKDKB_02744,PJIANKBB_02942
corC,corC,Magnesium and cobalt efflux protein CorC,AGBKPNDM_02348,OPLBPFOJ_02046,CBFJPJAN_03506,PFCICLLP_03391,IBOIIBEG_05550,MFFOPBKH_02579,POFILHDL_02816,DHNKKDKB_02817,PJIANKBB_03172
nusB,nusB,Transcription antitermination protein NusB,AGBKPNDM_02277,OPLBPFOJ_01975,CBFJPJAN_03577,PFCICLLP_03320,IBOIIBEG_05033,MFFOPBKH_02508,POFILHDL_02745,DHNKKDKB_02888,PJIANKBB_03099
rpsE,rpsE,30S ribosomal protein S5,AGBKPNDM_02237,OPLBPFOJ_01935,CBFJPJAN_03617,PFCICLLP_03280,IBOIIBEG_04993,MFFOPBKH_02467,POFILHDL_02704,DHNKKDKB_02929,PJIANKBB_03059
rplJ,rplJ,50S ribosomal protein L10,AGBKPNDM_02211,OPLBPFOJ_01909,CBFJPJAN_03643,PFCICLLP_03254,IBOIIBEG_04967,MFFOPBKH_02441,POFILHDL_02678,DHNKKDKB_02955,PJIANKBB_03033
group_1363,,Tn3 family transposase TnXax1,AGBKPNDM_02340,OPLBPFOJ_02038,CBFJPJAN_03514,PFCICLLP_03383,IBOIIBEG_05542,MFFOPBKH_02571,POFILHDL_02808,DHNKKDKB_02825,PJIANKBB_03164
group_1362,,hypothetical protein,AGBKPNDM_02361,OPLBPFOJ_02059,CBFJPJAN_04845,PFCICLLP_03404,IBOIIBEG_03384,MFFOPBKH_02592,POFILHDL_02829,DHNKKDKB_02804,PJIANKBB_02882
miaB,miaB,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,AGBKPNDM_02351,OPLBPFOJ_02049,CBFJPJAN_04835,PFCICLLP_03394,IBOIIBEG_03394,MFFOPBKH_02582,POFILHDL_02819,DHNKKDKB_02814,PJIANKBB_02872
secY,secY,Protein translocase subunit SecY,AGBKPNDM_02240,OPLBPFOJ_01938,CBFJPJAN_03614,PFCICLLP_03283,IBOIIBEG_04996,MFFOPBKH_02470,POFILHDL_02707,DHNKKDKB_02926,PJIANKBB_03062
exuT_1,exuT_1,Hexuronate transporter,AGBKPNDM_02385,OPLBPFOJ_02083,CBFJPJAN_04869,PFCICLLP_03428,IBOIIBEG_03358,MFFOPBKH_02618,POFILHDL_02855,DHNKKDKB_02778,PJIANKBB_02908
panC,panC,Pantothenate synthetase,AGBKPNDM_02482,OPLBPFOJ_02172,CBFJPJAN_04504,PFCICLLP_03517,IBOIIBEG_03272,MFFOPBKH_02725,POFILHDL_02962,DHNKKDKB_02672,PJIANKBB_02995
rhlE_3,rhlE_3,ATP-dependent RNA helicase RhlE,AGBKPNDM_02375,OPLBPFOJ_02073,CBFJPJAN_04859,PFCICLLP_03418,IBOIIBEG_03368,MFFOPBKH_02608,POFILHDL_02845,DHNKKDKB_02788,PJIANKBB_02898
glmM,glmM,Phosphoglucosamine mutase,AGBKPNDM_02465,OPLBPFOJ_02155,CBFJPJAN_04487,PFCICLLP_03500,IBOIIBEG_03289,MFFOPBKH_02708,POFILHDL_02945,DHNKKDKB_02689,PJIANKBB_02978
gdhA,gdhA,NADP-specific glutamate dehydrogenase,AGBKPNDM_02418,OPLBPFOJ_02115,CBFJPJAN_04901,PFCICLLP_03460,IBOIIBEG_03325,MFFOPBKH_02651,POFILHDL_02888,DHNKKDKB_02745,PJIANKBB_02941
aroE_1,aroE_1,Quinate/shikimate dehydrogenase (NAD(+)),AGBKPNDM_02388,OPLBPFOJ_02086,CBFJPJAN_04872,PFCICLLP_03431,IBOIIBEG_03355,MFFOPBKH_02621,POFILHDL_02858,DHNKKDKB_02775,PJIANKBB_02911
group_1361,,hypothetical protein,AGBKPNDM_02506,OPLBPFOJ_02196,CBFJPJAN_04528,PFCICLLP_03541,IBOIIBEG_03248,MFFOPBKH_02749,POFILHDL_02986,DHNKKDKB_02648,PJIANKBB_03019
mpl,mpl,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-26-diaminoheptandioate ligase,AGBKPNDM_02316,OPLBPFOJ_02014,CBFJPJAN_03538,PFCICLLP_03359,IBOIIBEG_05518,MFFOPBKH_02547,POFILHDL_02784,DHNKKDKB_02849,PJIANKBB_03140
group_1359,,hypothetical protein,AGBKPNDM_02264,OPLBPFOJ_01962,CBFJPJAN_03590,PFCICLLP_03307,IBOIIBEG_05020,MFFOPBKH_02495,POFILHDL_02732,DHNKKDKB_02901,PJIANKBB_03086
paoA,paoA,Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA,AGBKPNDM_02395,OPLBPFOJ_02093,CBFJPJAN_04879,PFCICLLP_03438,IBOIIBEG_03348,MFFOPBKH_02628,POFILHDL_02865,DHNKKDKB_02768,PJIANKBB_02918
group_1358,,hypothetical protein,AGBKPNDM_02479,OPLBPFOJ_02169,CBFJPJAN_04501,PFCICLLP_03514,IBOIIBEG_03275,MFFOPBKH_02722,POFILHDL_02959,DHNKKDKB_02675,PJIANKBB_02992
tesB,tesB,Acyl-CoA thioesterase 2,AGBKPNDM_02379,OPLBPFOJ_02077,CBFJPJAN_04863,PFCICLLP_03422,IBOIIBEG_03364,MFFOPBKH_02612,POFILHDL_02849,DHNKKDKB_02784,PJIANKBB_02902
rmlD,rmlD,dTDP-4-dehydrorhamnose reductase,AGBKPNDM_02262,OPLBPFOJ_01960,CBFJPJAN_03592,PFCICLLP_03305,IBOIIBEG_05018,MFFOPBKH_02493,POFILHDL_02730,DHNKKDKB_02903,PJIANKBB_03084
